fecha,categoria,total
2024-10-02,10,195
2024-10-02,2,150
2024-10-02,10,39
2024-10-02,2,250
2024-10-02,10,78
2024-10-02,8,145
2024-10-02,8,170
2024-10-02,9,136
2024-10-02,1,80
2024-10-02,1,123
2024-10-02,2,117
2024-10-02,5,236
2024-10-02,1,123
2024-10-02,10,40
2024-10-02,10,50
2024-10-02,10,50
2024-10-02,8,170
2024-10-02,4,188
2024-10-02,3,103
2024-10-02,11,28
2024-10-02,11,28
2024-10-02,1,138
2024-10-02,11,56
2024-10-02,11,28
2024-10-02,11,28
2024-10-02,1,36
2024-10-02,1,20
2024-10-02,11,67
2024-10-02,11,80
2024-10-02,11,60
2024-10-02,1,15
2024-10-02,4,78
2024-10-02,4,78
2024-10-02,1,640
2024-10-02,1,25
2024-10-02,7,135
2024-10-02,8,74
2024-10-02,4,78
2024-10-02,1,123
2024-10-02,3,156
2024-10-02,3,78
2024-10-02,4,160
2024-10-02,3,87.58
2024-10-02,3,87.58
2024-10-02,3,88
2024-10-02,3,88
2024-10-02,1,85
2024-10-02,5,540
2024-10-02,1,1815
2024-10-02,1,830
2024-10-02,1,95
2024-10-02,10,100
2024-10-02,10,40
2024-10-02,1,85
2024-10-02,6,105
2024-10-02,1,110
2024-10-02,2,180
2024-10-02,3,397.5
2024-10-02,5,100
2024-10-02,5,190
2024-10-02,1,40
2024-10-02,5,197
2024-10-02,8,90
2024-10-02,1,40
2024-10-02,8,170
2024-10-02,4,78
2024-10-02,4,78
2024-10-02,4,78
2024-10-02,11,40
2024-10-02,1,85
2024-10-02,1,85
2024-10-02,10,65
2024-10-02,10,65
2024-10-02,1,85
2024-10-02,10,20
2024-10-02,2,20
2024-10-02,2,16.5
2024-10-02,11,60
2024-10-02,1,180
2024-10-02,8,73
2024-10-02,5,218
2024-10-02,1,160
2024-10-02,1,123
2024-10-02,3,87.58
2024-10-02,1,615
2024-10-02,3,87.58
2024-10-02,3,78
2024-10-02,3,78
2024-10-02,3,87.58
2024-10-02,3,88
2024-10-02,3,88
2024-10-02,1,420
2024-10-02,5,327
2024-10-02,3,309
2024-10-02,4,78
2024-10-02,4,78
2024-10-02,1,315
2024-10-02,1,80
2024-10-02,1,100
2024-10-02,1,420
2024-10-02,10,76
2024-10-02,10,40
2024-10-02,10,50
2024-10-02,10,50
2024-10-02,10,100
2024-10-02,10,50
2024-10-02,1,39
2024-10-02,1,33
2024-10-02,11,135
2024-10-02,11,28
2024-10-02,9,0
2024-10-02,4,78
2024-10-02,2,36.5
2024-10-02,2,36.5
2024-10-02,2,36.5
2024-10-02,10,65
2024-10-02,1,123
2024-10-02,10,38
2024-10-02,10,50
2024-10-02,11,65
2024-10-02,11,60
2024-10-02,3,103
2024-10-02,10,50
2024-10-02,10,40
2024-10-02,5,66
2024-10-02,1,40
2024-10-02,6,105
2024-10-02,6,90
2024-10-02,8,73
2024-10-02,4,78
2024-10-03,9,60
2024-10-03,9,36
2024-10-03,6,90
2024-10-03,6,105
2024-10-03,3,87.58
2024-10-03,4,89.75
2024-10-03,2,15
2024-10-03,2,5
2024-10-03,10,38
2024-10-03,10,21
2024-10-03,10,320
2024-10-03,10,40
2024-10-03,10,80
2024-10-03,7,135
2024-10-03,1,85
2024-10-03,3,103
2024-10-03,3,510
2024-10-03,5,197
2024-10-03,5,380
2024-10-03,3,175.16
2024-10-03,4,78
2024-10-03,4,78
2024-10-03,4,78
2024-10-03,5,109
2024-10-03,5,132
2024-10-03,3,78
2024-10-03,3,87.58
2024-10-03,3,88
2024-10-03,1,150
2024-10-03,2,40
2024-10-03,3,69
2024-10-03,3,47
2024-10-03,10,85
2024-10-03,1,85
2024-10-03,1,830
2024-10-03,1,1210
2024-10-03,4,120
2024-10-03,10,76
2024-10-03,3,1050.96
2024-10-03,3,87.58
2024-10-03,3,103
2024-10-03,3,87.58
2024-10-03,9,107.5
2024-10-03,3,58.25
2024-10-03,3,40
2024-10-03,3,88
2024-10-03,4,95
2024-10-03,1,26
2024-10-03,1,74
2024-10-03,5,109
2024-10-03,3,103
2024-10-03,6,135
2024-10-03,1,175
2024-10-03,1,25
2024-10-03,11,56
2024-10-03,2,91.25
2024-10-03,2,54.75
2024-10-03,2,18.25
2024-10-03,11,10
2024-10-03,11,10
2024-10-03,11,10
2024-10-03,10,80
2024-10-03,1,45
2024-10-03,3,103
2024-10-03,1,2460
2024-10-03,7,135
2024-10-03,3,159
2024-10-03,3,80.25
2024-10-03,3,103
2024-10-03,3,87.58
2024-10-03,3,88
2024-10-03,1,45
2024-10-03,1,85
2024-10-03,1,160
2024-10-03,10,80
2024-10-03,10,65
2024-10-03,10,40
2024-10-03,10,40
2024-10-03,10,40
2024-10-03,10,40
2024-10-03,4,160
2024-10-03,3,350.32
2024-10-03,3,309
2024-10-03,5,250
2024-10-03,5,218
2024-10-03,3,238.5
2024-10-03,3,166
2024-10-03,3,160.5
2024-10-03,3,192
2024-10-03,4,78
2024-10-03,4,78
2024-10-03,4,78
2024-10-03,4,188
2024-10-03,3,156
2024-10-03,3,175.16
2024-10-03,1,150
2024-10-03,8,145
2024-10-03,8,87
2024-10-03,6,210
2024-10-03,5,380
2024-10-03,4,145
2024-10-03,5,250
2024-10-03,3,116
2024-10-03,3,138
2024-10-03,11,28
2024-10-03,11,28
2024-10-03,11,28
2024-10-03,1,504
2024-10-03,5,75
2024-10-03,5,150
2024-10-03,3,206
2024-10-03,1,123
2024-10-03,3,88
2024-10-03,7,30
2024-10-03,4,80
2024-10-03,5,197
2024-10-03,5,118
2024-10-03,3,79.5
2024-10-03,3,87.58
2024-10-03,3,103
2024-10-03,4,78
2024-10-03,3,87.58
2024-10-03,5,109
2024-10-03,3,79.5
2024-10-03,3,96
2024-10-03,3,88
2024-10-03,11,30
2024-10-03,11,30
2024-10-03,10,20
2024-10-03,2,5.5
2024-10-03,1,246
2024-10-03,1,85
2024-10-03,3,88
2024-10-03,1,85
2024-10-03,1,123
2024-10-03,3,87.58
2024-10-03,3,103
2024-10-03,3,78
2024-10-03,3,87.58
2024-10-03,5,327
2024-10-03,3,53.5
2024-10-03,4,53.5
2024-10-03,1,246
2024-10-03,1,85
2024-10-03,1,160
2024-10-03,1,123
2024-10-03,3,240.75
2024-10-03,3,264
2024-10-03,5,250
2024-10-03,3,437.9
2024-10-03,9,136
2024-10-03,9,11
2024-10-03,9,7
2024-10-03,3,290
2024-10-03,4,80
2024-10-04,3,238.5
2024-10-04,3,160.5
2024-10-04,3,350.32
2024-10-04,3,156
2024-10-04,3,175.16
2024-10-04,3,138
2024-10-04,3,206
2024-10-04,4,140
2024-10-04,4,290
2024-10-04,5,132
2024-10-04,5,394
2024-10-04,4,156
2024-10-04,3,121
2024-10-04,4,145
2024-10-04,11,28
2024-10-04,11,28
2024-10-04,11,28
2024-10-04,10,160
2024-10-04,10,80
2024-10-04,10,85
2024-10-04,10,80
2024-10-04,10,80
2024-10-04,10,80
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,80
2024-10-04,10,80
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,8,170
2024-10-04,1,86
2024-10-04,9,60
2024-10-04,1,123
2024-10-04,1,85
2024-10-04,1,100
2024-10-04,1,71
2024-10-04,1,160
2024-10-04,1,86
2024-10-04,1,123
2024-10-04,2,90
2024-10-04,1,56
2024-10-04,5,197
2024-10-04,3,87.58
2024-10-04,3,103
2024-10-04,3,96
2024-10-04,10,50
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,50
2024-10-04,10,65
2024-10-04,10,65
2024-10-04,10,40
2024-10-04,8,90
2024-10-04,9,20
2024-10-04,10,50
2024-10-04,10,40
2024-10-04,3,875.8
2024-10-04,3,875.8
2024-10-04,5,109
2024-10-04,5,195
2024-10-04,5,195
2024-10-04,5,109
2024-10-04,10,340
2024-10-04,1,45
2024-10-04,3,166
2024-10-04,3,192
2024-10-04,5,216
2024-10-04,4,156
2024-10-04,4,156
2024-10-04,4,156
2024-10-04,1,255
2024-10-04,4,145
2024-10-04,3,74
2024-10-04,1,135
2024-10-04,1,86
2024-10-04,1,160
2024-10-04,10,85
2024-10-04,10,80
2024-10-04,10,65
2024-10-04,10,50
2024-10-04,10,50
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,114
2024-10-04,7,135
2024-10-04,10,114
2024-10-04,2,15
2024-10-04,10,100
2024-10-04,10,105
2024-10-04,10,40
2024-10-04,10,85
2024-10-04,10,85
2024-10-04,10,105
2024-10-04,4,78
2024-10-04,4,78
2024-10-04,7,35
2024-10-04,7,135
2024-10-04,1,40
2024-10-04,1,123
2024-10-04,4,78
2024-10-04,5,132
2024-10-04,6,105
2024-10-04,1,90
2024-10-04,2,580
2024-10-04,5,109
2024-10-04,3,628
2024-10-04,3,156.5
2024-10-04,3,78.25
2024-10-04,3,192
2024-10-04,4,140
2024-10-04,3,174
2024-10-04,4,156
2024-10-04,1,156
2024-10-04,3,306
2024-10-04,3,437.9
2024-10-04,4,188
2024-10-04,6,90
2024-10-04,1,90
2024-10-04,1,86
2024-10-04,9,210
2024-10-04,2,90
2024-10-04,1,100
2024-10-04,3,20
2024-10-04,3,20
2024-10-04,3,20
2024-10-04,9,80
2024-10-04,9,0
2024-10-04,2,237
2024-10-04,2,225
2024-10-04,8,174
2024-10-04,6,135
2024-10-04,6,110
2024-10-04,1,44
2024-10-04,4,70
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,10,80
2024-10-04,3,37
2024-10-04,5,109
2024-10-04,4,95
2024-10-04,1,270
2024-10-04,4,120
2024-10-04,4,68
2024-10-04,3,100
2024-10-04,1,123
2024-10-04,1,85
2024-10-04,1,40
2024-10-04,1,123
2024-10-04,1,246
2024-10-04,7,135
2024-10-04,7,135
2024-10-04,6,138
2024-10-04,3,103
2024-10-04,8,140
2024-10-04,1,246
2024-10-04,1,168
2024-10-04,2,20
2024-10-04,2,10
2024-10-04,3,159
2024-10-04,8,140
2024-10-04,3,276
2024-10-04,10,50
2024-10-04,5,436
2024-10-04,1,425
2024-10-04,3,785
2024-10-04,3,304
2024-10-04,3,309
2024-10-04,3,262.74
2024-10-04,10,100
2024-10-04,10,245
2024-10-04,6,105
2024-10-04,5,190
2024-10-04,1,123
2024-10-04,7,35
2024-10-04,1,123
2024-10-04,3,785
2024-10-04,8,73
2024-10-04,3,87.58
2024-10-04,1,90
2024-10-04,1,43
2024-10-04,2,116
2024-10-04,1,90
2024-10-04,1,85
2024-10-04,11,20
2024-10-04,10,20
2024-10-04,11,30
2024-10-04,10,50
2024-10-04,10,40
2024-10-04,10,40
2024-10-04,3,175.16
2024-10-04,3,87.58
2024-10-04,10,65
2024-10-04,10,65
2024-10-04,10,50
2024-10-04,7,135
2024-10-04,1,44
2024-10-04,9,18
2024-10-04,1,40
2024-10-04,10,500
2024-10-04,10,50
2024-10-04,10,500
2024-10-04,10,840
2024-10-04,10,320
2024-10-04,10,300
2024-10-04,10,80
2024-10-04,10,320
2024-10-04,10,40
2024-10-04,5,132
2024-10-04,4,78
2024-10-04,4,78
2024-10-04,7,37
2024-10-04,3,37
2024-10-04,3,37
2024-10-04,3,20
2024-10-04,5,109
2024-10-04,11,40
2024-10-04,3,79.5
2024-10-04,1,10
2024-10-05,1,43
2024-10-05,5,109
2024-10-05,5,55
2024-10-05,10,40
2024-10-05,10,50
2024-10-05,3,103
2024-10-05,3,37
2024-10-05,10,40
2024-10-05,2,20
2024-10-05,3,159
2024-10-05,10,40
2024-10-05,1,369
2024-10-05,5,66
2024-10-05,2,58
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,7,115
2024-10-05,1,123
2024-10-05,3,700
2024-10-05,1,242
2024-10-05,6,105
2024-10-05,3,79.5
2024-10-05,3,96
2024-10-05,3,87.58
2024-10-05,1,336
2024-10-05,3,318
2024-10-05,10,40
2024-10-05,1,90
2024-10-05,1,160
2024-10-05,1,130
2024-10-05,1,44
2024-10-05,1,195
2024-10-05,2,40
2024-10-05,3,79.5
2024-10-05,1,86
2024-10-05,5,104.5
2024-10-05,4,53.5
2024-10-05,3,53.5
2024-10-05,4,160
2024-10-05,3,156
2024-10-05,3,60
2024-10-05,3,700.64
2024-10-05,3,78
2024-10-05,3,87.58
2024-10-05,5,197
2024-10-05,4,160
2024-10-05,5,132
2024-10-05,5,109
2024-10-05,7,60
2024-10-05,3,96
2024-10-05,10,106
2024-10-05,10,65
2024-10-05,11,168
2024-10-05,11,56
2024-10-05,3,206
2024-10-05,10,80
2024-10-05,10,40
2024-10-05,10,65
2024-10-05,10,65
2024-10-05,10,40
2024-10-05,4,70
2024-10-05,3,40
2024-10-05,3,40
2024-10-05,3,40
2024-10-05,4,78
2024-10-05,2,235
2024-10-05,7,270
2024-10-05,2,58
2024-10-05,2,90
2024-10-05,5,197
2024-10-05,10,120
2024-10-05,10,120
2024-10-05,10,160
2024-10-05,10,150
2024-10-05,10,120
2024-10-05,10,120
2024-10-05,10,60
2024-10-05,10,160
2024-10-05,10,150
2024-10-05,10,120
2024-10-05,11,112
2024-10-05,10,106
2024-10-05,10,210
2024-10-05,1,135
2024-10-05,1,123
2024-10-05,10,320
2024-10-05,5,2650
2024-10-05,3,875.8
2024-10-05,3,440
2024-10-05,3,510
2024-10-05,4,179.5
2024-10-05,4,390
2024-10-05,5,209
2024-10-05,5,264
2024-10-05,3,437.9
2024-10-05,3,159
2024-10-05,4,290
2024-10-05,5,380
2024-10-05,10,210
2024-10-05,10,80
2024-10-05,10,80
2024-10-05,10,80
2024-10-05,10,85
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,100
2024-10-05,3,238.5
2024-10-05,3,96
2024-10-05,5,218
2024-10-05,3,103
2024-10-05,3,87.58
2024-10-05,3,78
2024-10-05,5,132
2024-10-05,2,125
2024-10-05,2,90
2024-10-05,6,110
2024-10-05,2,90
2024-10-05,11,56
2024-10-05,11,28
2024-10-05,2,80
2024-10-05,10,40
2024-10-05,10,50
2024-10-05,1,90
2024-10-05,1,123
2024-10-05,7,270
2024-10-05,1,71
2024-10-05,1,80
2024-10-05,3,875.8
2024-10-05,3,309
2024-10-05,1,255
2024-10-05,2,250
2024-10-05,1,160
2024-10-05,1,336
2024-10-05,3,350.32
2024-10-05,3,206
2024-10-05,3,192
2024-10-05,9,68
2024-10-05,1,160
2024-10-05,3,309
2024-10-05,3,309
2024-10-05,4,160
2024-10-05,5,190
2024-10-05,3,31.75
2024-10-05,3,31.75
2024-10-05,3,79.5
2024-10-05,3,107
2024-10-05,11,35
2024-10-05,2,10
2024-10-05,10,80
2024-10-05,10,40
2024-10-05,11,32
2024-10-05,10,20
2024-10-05,1,170
2024-10-05,1,170
2024-10-05,1,123
2024-10-05,1,1120
2024-10-05,11,805
2024-10-05,3,103
2024-10-05,3,88
2024-10-05,11,28
2024-10-05,1,85
2024-10-05,1,86
2024-10-05,1,270
2024-10-05,1,95
2024-10-05,5,52.25
2024-10-05,5,66
2024-10-05,4,70
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,11,20
2024-10-05,2,10
2024-10-05,4,10
2024-10-05,10,50
2024-10-05,10,40
2024-10-05,1,680
2024-10-05,3,79.5
2024-10-05,3,80.25
2024-10-05,1,123
2024-10-05,1,45
2024-10-05,10,50
2024-10-05,10,40
2024-10-05,10,50
2024-10-05,10,65
2024-10-05,10,40
2024-10-05,1,150
2024-10-05,11,40
2024-10-05,10,20
2024-10-05,11,20.02
2024-10-05,2,10
2024-10-05,2,234
2024-10-05,9,100
2024-10-05,9,0
2024-10-05,1,850
2024-10-05,6,105
2024-10-05,6,90
2024-10-05,1,200
2024-10-05,9,100
2024-10-05,1,80
2024-10-05,11,135
2024-10-05,11,29.9
2024-10-05,2,36.5
2024-10-05,10,38
2024-10-05,1,46
2024-10-05,11,40
2024-10-05,10,40
2024-10-05,10,50
2024-10-05,10,80
2024-10-05,11,16
2024-10-05,11,13
2024-10-05,10,40
2024-10-05,10,85
2024-10-05,10,40
2024-10-05,5,591
2024-10-05,2,30
2024-10-05,2,22
2024-10-05,11,40
2024-10-05,10,50
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,50
2024-10-05,10,38
2024-10-05,11,40
2024-10-05,11,40
2024-10-05,1,80
2024-10-05,11,540.54
2024-10-05,9,68
2024-10-05,1,123
2024-10-05,1,85
2024-10-05,5,327
2024-10-05,3,262.74
2024-10-05,9,60
2024-10-05,7,135
2024-10-05,3,159
2024-10-05,7,135
2024-10-05,8,73
2024-10-05,8,87
2024-10-05,11,30
2024-10-05,10,50
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,40
2024-10-05,10,80
2024-10-05,1,45
2024-10-05,10,20
2024-10-05,1,123
2024-10-05,1,85
2024-10-05,8,140
2024-10-05,1,40
2024-10-05,3,37
2024-10-05,3,37
2024-10-05,3,87.58
2024-10-05,5,197
2024-10-05,5,250
2024-10-05,9,70
2024-10-05,4,78
2024-10-05,8,140
2024-10-05,1,123
2024-10-05,5,236
2024-10-05,10,65
2024-10-05,1,50
2024-10-05,7,95
2024-10-05,2,10
2024-10-05,2,11
2024-10-05,8,261
2024-10-05,5,195
2024-10-05,5,197
2024-10-05,3,350.32
2024-10-05,3,60
2024-10-06,5,436
2024-10-06,5,396
2024-10-06,1,420
2024-10-06,1,220
2024-10-06,8,140
2024-10-06,4,120
2024-10-06,4,145
2024-10-06,1,66
2024-10-06,6,180
2024-10-06,4,78
2024-10-06,4,78
2024-10-06,9,35
2024-10-06,2,120
2024-10-06,10,100
2024-10-06,1,369
2024-10-06,1,201
2024-10-06,1,201
2024-10-06,3,96
2024-10-06,3,238.5
2024-10-06,3,175.16
2024-10-06,3,206
2024-10-06,3,138
2024-10-06,5,195
2024-10-06,1,44
2024-10-06,9,30
2024-10-06,10,38
2024-10-06,10,50
2024-10-06,5,50
2024-10-06,4,230
2024-10-06,10,50
2024-10-06,10,50
2024-10-06,9,140
2024-10-06,1,37
2024-10-06,1,369
2024-10-06,3,87.58
2024-10-06,2,90
2024-10-06,2,22
2024-10-06,3,510
2024-10-06,9,430
2024-10-06,2,40
2024-10-06,3,79.5
2024-10-06,11,40
2024-10-06,2,40
2024-10-06,4,780
2024-10-06,1,732
2024-10-06,1,498
2024-10-06,3,505
2024-10-06,6,105
2024-10-06,6,90
2024-10-06,10,485
2024-10-06,9,35
2024-10-06,7,135
2024-10-06,9,68
2024-10-06,2,125
2024-10-06,1,80
2024-10-06,1,86
2024-10-06,1,58
2024-10-06,10,40
2024-10-06,10,40
2024-10-06,10,50
2024-10-06,1,150
2024-10-06,1,37
2024-10-06,1,40
2024-10-06,1,85
2024-10-06,1,369
2024-10-06,1,123
2024-10-06,4,190
2024-10-06,3,79.5
2024-10-06,1,13
2024-10-06,1,43
2024-10-06,1,123
2024-10-06,1,85
2024-10-06,4,78
2024-10-06,3,87.58
2024-10-06,3,103
2024-10-06,9,27
2024-10-06,5,197
2024-10-06,3,288
2024-10-06,1,123
2024-10-06,4,230
2024-10-06,1,85
2024-10-06,1,123
2024-10-06,1,492
2024-10-06,3,79.5
2024-10-06,9,38
2024-10-06,3,103
2024-10-06,1,246
2024-10-06,1,170
2024-10-06,9,200
2024-10-06,9,68
2024-10-06,7,85
2024-10-06,8,140
2024-10-06,1,160
2024-10-06,10,40
2024-10-06,10,40
2024-10-06,10,50
2024-10-06,10,50
2024-10-06,10,50
2024-10-06,1,368
2024-10-06,1,25
2024-10-06,1,123
2024-10-06,1,123
2024-10-06,1,123
2024-10-06,1,123
2024-10-06,3,60
2024-10-06,3,60
2024-10-06,3,87.58
2024-10-06,3,103
2024-10-06,3,87.58
2024-10-06,2,5.5
2024-10-06,2,5.5
2024-10-06,1,46
2024-10-06,9,0
2024-10-06,9,0
2024-10-06,10,38
2024-10-06,1,25
2024-10-06,5,197
2024-10-06,3,103
2024-10-06,3,262.74
2024-10-06,8,73
2024-10-06,9,68
2024-10-06,4,80
2024-10-06,10,38
2024-10-06,5,197
2024-10-06,5,218
2024-10-06,3,87.58
2024-10-06,4,78
2024-10-06,5,195
2024-10-06,5,118
2024-10-06,4,230
2024-10-06,4,140
2024-10-06,4,89.75
2024-10-06,3,138
2024-10-06,3,103
2024-10-06,10,40
2024-10-06,10,80
2024-10-06,1,85
2024-10-06,1,55
2024-10-06,11,10
2024-10-06,11,10
2024-10-06,1,123
2024-10-06,1,43
2024-10-06,1,123
2024-10-06,3,96
2024-10-06,3,103
2024-10-06,4,78
2024-10-06,1,195
2024-10-06,1,45
2024-10-06,1,43
2024-10-06,5,218
2024-10-06,10,40
2024-10-06,7,135
2024-10-06,1,58
2024-10-06,1,20
2024-10-06,1,26
2024-10-06,1,195
2024-10-06,10,80
2024-10-06,10,80
2024-10-06,10,85
2024-10-06,10,40
2024-10-06,5,109
2024-10-06,11,20.35
2024-10-06,2,23
2024-10-06,3,159
2024-10-06,3,80.25
2024-10-06,1,123
2024-10-06,1,95
2024-10-06,1,85
2024-10-06,10,50
2024-10-06,10,45
2024-10-06,1,40
2024-10-06,1,85
2024-10-06,3,88
2024-10-06,3,175.16
2024-10-06,4,70
2024-10-06,10,100
2024-10-06,4,89.75
2024-10-06,8,73
2024-10-06,10,50
2024-10-06,10,130
2024-10-06,10,100
2024-10-06,10,40
2024-10-06,10,40
2024-10-06,10,40
2024-10-06,10,80
2024-10-06,10,40
2024-10-06,10,40
2024-10-06,2,21
2024-10-06,2,18
2024-10-06,3,175.16
2024-10-06,4,80
2024-10-06,5,109
2024-10-06,4,230
2024-10-06,7,135
2024-10-06,3,31.75
2024-10-06,1,123
2024-10-06,1,71
2024-10-06,1,86
2024-10-06,1,46
2024-10-06,1,45
2024-10-06,2,150
2024-10-06,3,88
2024-10-06,6,105
2024-10-06,10,120
2024-10-06,10,65
2024-10-06,3,79.5
2024-10-06,3,96
2024-10-06,6,105
2024-10-06,9,85
2024-10-06,1,123
2024-10-06,1,40
2024-10-06,1,123
2024-10-06,7,135
2024-10-06,8,145
2024-10-06,1,85
2024-10-06,3,238.5
2024-10-06,10,76
2024-10-06,2,18.25
2024-10-06,2,18.25
2024-10-06,4,78
2024-10-06,11,65
2024-10-06,1,246
2024-10-06,1,43
2024-10-06,1,123
2024-10-07,1,1210
2024-10-07,1,830
2024-10-07,3,79.5
2024-10-07,10,50
2024-10-07,10,38
2024-10-07,3,352
2024-10-07,3,318
2024-10-07,3,88
2024-10-07,3,240.75
2024-10-07,4,188
2024-10-07,5,1065
2024-10-07,4,156
2024-10-07,4,156
2024-10-07,1,225
2024-10-07,6,105
2024-10-07,5,394
2024-10-07,5,236
2024-10-07,3,175.16
2024-10-07,2,180
2024-10-07,3,138
2024-10-07,10,255
2024-10-07,10,170
2024-10-07,10,315
2024-10-07,10,80
2024-10-07,10,80
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,10,50
2024-10-07,10,40
2024-10-07,10,50
2024-10-07,10,40
2024-10-07,10,150
2024-10-07,10,60
2024-10-07,1,246
2024-10-07,3,309
2024-10-07,8,140
2024-10-07,10,42
2024-10-07,2,40
2024-10-07,11,28
2024-10-07,11,28
2024-10-07,2,80
2024-10-07,4,20
2024-10-07,1,246
2024-10-07,1,30
2024-10-07,1,56
2024-10-07,1,35
2024-10-07,1,123
2024-10-07,9,68
2024-10-07,3,88
2024-10-07,3,88
2024-10-07,3,88
2024-10-07,1,80
2024-10-07,5,864
2024-10-07,3,636
2024-10-07,3,176
2024-10-07,3,176
2024-10-07,3,192
2024-10-07,5,197
2024-10-07,4,145
2024-10-07,3,309
2024-10-07,3,88
2024-10-07,3,78
2024-10-07,3,175.16
2024-10-07,4,156
2024-10-07,4,156
2024-10-07,3,262.74
2024-10-07,5,264
2024-10-07,5,100
2024-10-07,1,420
2024-10-07,1,369
2024-10-07,2,90
2024-10-07,9,80
2024-10-07,9,40
2024-10-07,2,15
2024-10-07,2,20
2024-10-07,2,54.75
2024-10-07,7,135
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,10,40
2024-10-07,2,30
2024-10-07,2,30
2024-10-07,11,40.7
2024-10-07,1,78
2024-10-07,3,79.5
2024-10-07,5,109
2024-10-07,7,74
2024-10-07,3,238.5
2024-10-07,10,90
2024-10-07,5,109
2024-10-07,3,74
2024-10-07,3,20
2024-10-07,1,180
2024-10-07,3,76
2024-10-07,3,79.5
2024-10-07,10,40
2024-10-07,10,100
2024-10-07,11,19.75
2024-10-07,2,10
2024-10-07,1,1210
2024-10-07,5,109
2024-10-07,1,170
2024-10-07,4,78
2024-10-07,4,78
2024-10-07,9,18
2024-10-07,10,50
2024-10-07,2,20
2024-10-07,5,209
2024-10-07,5,132
2024-10-07,3,206
2024-10-07,8,73
2024-10-07,1,180
2024-10-07,5,195
2024-10-07,4,78
2024-10-07,4,78
2024-10-07,11,200
2024-10-07,1,201
2024-10-07,11,20
2024-10-07,11,28
2024-10-07,7,85
2024-10-07,1,66
2024-10-07,8,140
2024-10-07,4,80
2024-10-07,4,120
2024-10-07,1,170
2024-10-07,8,87
2024-10-07,7,115
2024-10-07,1,90
2024-10-07,1,86
2024-10-07,4,70
2024-10-07,3,103
2024-10-07,7,135
2024-10-07,1,44
2024-10-07,4,78
2024-10-07,4,78
2024-10-07,4,78
2024-10-07,7,135
2024-10-07,1,605
2024-10-07,1,415
2024-10-07,5,118
2024-10-07,4,70
2024-10-07,5,218
2024-10-07,8,140
2024-10-07,1,123
2024-10-07,1,246
2024-10-07,1,90
2024-10-07,8,73
2024-10-07,1,170
2024-10-07,11,60
2024-10-07,3,60
2024-10-07,3,206
2024-10-07,11,40
2024-10-07,1,69
2024-10-07,1,255
2024-10-07,1,123
2024-10-07,11,28
2024-10-07,11,28
2024-10-07,11,28
2024-10-07,4,70
2024-10-07,6,105
2024-10-07,11,90
2024-10-07,3,206
2024-10-07,3,87.58
2024-10-07,3,87.58
2024-10-07,5,197
2024-10-07,2,115
2024-10-07,2,150
2024-10-07,5,218
2024-10-07,7,190
2024-10-07,7,70
2024-10-07,1,240
2024-10-07,1,50
2024-10-07,1,80
2024-10-07,1,66
2024-10-07,1,315
2024-10-07,7,95
2024-10-07,9,85
2024-10-07,1,13
2024-10-07,1,315
2024-10-07,3,103
2024-10-07,5,197
2024-10-07,1,123
2024-10-07,3,87.58
2024-10-07,3,78
2024-10-07,3,96
2024-10-07,5,109
2024-10-07,3,103
2024-10-07,1,123
2024-10-07,1,52
2024-10-07,6,135
2024-10-07,2,58
2024-10-07,6,135
2024-10-07,3,87.58
2024-10-07,5,327
2024-10-07,4,230
2024-10-07,5,132
2024-10-07,4,140
2024-10-07,5,197
2024-10-07,3,103
2024-10-07,8,280
2024-10-07,1,150
2024-10-07,7,135
2024-10-07,9,68
2024-10-07,5,0
2024-10-07,1,123
2024-10-07,1,85
2024-10-07,1,45
2024-10-07,5,109
2024-10-07,3,95
2024-10-07,3,79.5
2024-10-07,9,68
2024-10-07,5,52.25
2024-10-07,5,66
2024-10-07,3,152
2024-10-07,4,120
2024-10-07,1,280
2024-10-07,3,276
2024-10-07,5,132
2024-10-07,10,90
2024-10-07,3,87.58
2024-10-07,5,66
2024-10-07,5,52.25
2024-10-07,5,50
2024-10-07,6,105
2024-10-07,4,78
2024-10-07,4,78
2024-10-07,4,145
2024-10-07,9,136
2024-10-07,3,88
2024-10-07,3,78
2024-10-07,3,159
2024-10-07,4,188
2024-10-07,9,35
2024-10-07,4,80
2024-10-07,4,120
2024-10-07,4,89.75
2024-10-07,10,76
2024-10-07,10,40
2024-10-07,10,80
